"source","text","id","line_value","line_var","type"
"phx at dream city","Under the Trump administration, we will not be apologizing to illegal alien criminals. We will be holding down [inaudible 00:42:23]. With his actions on the border, Joe Biden is the ringleader of one of the most vile criminal conspiracies of all time. Aiding and abetting human traffickers, child smugglers and terrorists. That’s what he’s doing. They have no fear. They know nobody’s going after them. They can do whatever they want. And that goes with drugs. More drugs are coming into our country right now than at any time in our history, times five or times six.(42:49)We’ve never had massive amounts of drugs pouring into our country. We fought it like hell. We were fighting. And by the way, you’ll never solve the problem without the death penalty. When I was in China, I was with President Xi, 1.4 million people, strong guy. And we got along well until COVID. I said, “The hell with it. It wasn’t …” What they unleashed on the world was incredible. But we got along well. And he was going to stop the fentanyl coming into the United States.(43:27)But I said to him, “Do you have a …” At the first meeting, a little naive question, but not so bad. “Do you have a drug problem?” “No, no, no. We do not have a drug problem. No.” “You don’t you have any?” “No, we have no drug problem.” “Why?” “Swift trial.” I said, “What is swift trial? Swift trial. What swift trial is, they catch the drug dealer and they give him a swift trial, meaning a very fast trial. At the end of the trial, if he’s guilty, they execute him.(43:57)Every drug dealer, every drug dealer in China said, “Let’s get the hell out of here. Let’s go to the United States where you don’t even get a slap on the wrist.” Right? And I don’t know that our country’s ready for it. And I’ll be honest with you, if you really knew the stats, a drug dealer on an average during that drug dealer’s life will kill approximately 500 people. Do you know that at all? 500 people will die. Families, family members, children, young children, girls, boys, parents sometimes too. 500 people on average. And when you hear that, it doesn’t sound so severe.(44:41)We’d set up blue ribbon committees at the White House. We’d get socialites from New York, even socialites from Arizona. They’d sit around the table, they’d talk about it for five minutes, and then they’d start talking about what restaurant they’re going out to dinner. This is not … these people are really tough and they’re smart. The cartel people, they run these things like the best corporations in the country. They say they run more efficiently. They know how to do it. They’re horrible people. They’re killing hundreds of thousands of Americans each year.(45:12)And when I mention it, and I do it, I do it purposely, I mention the death penalty. And without it, you’re never going to solve the problem. If you look at Singapore, if you look at other … The only countries essentially that don’t have a problem are people with either really strong crime prevention or countries with the death penalty. And Singapore is another one. They don’t even know what you’re talking about when you say you have a drug problem. “Do you have a drug problem?” “No. My God, why would we have a drug problem?”(45:47)We have an unbelievable drug problem. We lost last year, in my opinion, 300,000 people. That’s bigger than a war. That’s bigger than a war. And so many times they’re young people, and so many times it was a mistake. They",56,-44,1.99031267337952,"real"
"phx at dream city","… thought they were taking something else. If you take the head of a pin and put something, a little fentanyl, on the head, if it’s a little bit larger than the head of a pin, you’re dead. You have no chance. And this is pouring in from China, and I had a deal with President Xi, he was going to give the death penalty to anybody manufacturing fentanyl in China and selling it to the United States. But then when the election was rigged and didn’t turn out right, he didn’t have to do anything. And this group definitely didn’t want to pursue that. But we had a deal. They weren’t going to be sending the fentanyl into us any more.(46:34)But we have to do something with Mexico. 300,000 people are dying a year. Those are the real numbers. They like to say 100. They like to say 90. It’s been that number for a long time. It’s 300,000 people, and it’s probably more than that, and we’re going to have to take very strong action because we can’t let that happen. That’s like being in a war. You take a look at the Civil War, you take a look at wars that we’ve had, where the numbers are not so much more than that. Double for the Civil War. That was a war within our country. And you take a look at this, we cannot let this stand any longer. We cannot take it from China, from Mexico, from anywhere else. We have to clean out the problem.(47:14)And the people that do it, the tougher they are, the less of a problem they have. It’s actually a very simple solution. In addition to all of the Biden migrant crimes stealing innocent American lives, Crooked Joe is also responsible for more women and children being sold into slavery than anyone else in modern history, because we are so weak on the borders now. We were so strong. This guy goes to the beach all the time. You ever watch him in a bathing suit? Somebody told him he looks good. Oh, Joe, you look great in a bathing suit. You’re 83 years old, you look fantastic. He can’t lift the chair. The chair weighs about three… You know those chairs, aluminum. Hollowed aluminum. They weigh like… They’re built for old people to lift and for children to lift. He can’t lift.(48:05)Well, today he couldn’t get up, right? That was not good. What the hell happened to him today? It’s always an adventure. He falls out of airplanes, he falls out of helicopters. What the hell is going on? But because of Biden’s policies, millions and millions of children have been separated from their families and pushed into the hands of the coyotes and the cartels. And 88,000, I don’t know if you… If it were me, it would be the biggest story. 88,000 children are missing. You know that. Think of that. 88,000 children are missing under this administration, and they have no idea. And unfortunately, many of those children are dead, just like many of the hostages held by Hamas are dead when they can’t make a deal. You know when they can’t make a deal, that’s a big problem. And they’re finding out that a lot of them are gone, a lot of these people are gone right now.(49:07)But there’s the thing. Again, it never would’ve happened. October 7th, Israel, the attack on Israel would’ve never, ever happened under the Trump presidency. When I’m President, I will use Title 42 to end the… And we have to do this, to end the child trafficking crisis by returning all trafficked children to their families in their home countries, and we will do it immediately. Have to do it. We will save countless women and children from slavery and servitude. You know, when you talk about all of the people that are essentially kidnapped, it’s another word for it, most of them are actually women. Most of them, they put them in trunks of cars. They have cells built in cars. They close… It’s 100 degrees out, it’s 115 degrees out. They put women into that to try and sneak them across the border. And they can do it very easily, because the borders… We have an open border into our country. But most of those people are… Just think of yourself, think of your family. Most of them are women.(50:14)The Biden border invasion is also an all-out war on the working class minorities of our country, and it’s a flat-out economic warfare on African American and Hispanic American families and workers. These people are taking the jobs of African Americans, they’re taking the jobs of Hispanic Americans, and they’re tremendously affected. And you know who else is affected is unions. Unions are being absolutely slaughtered, because people are coming in and they’re taking those union jobs. And I think you’re going to see unions start to speak up pretty soon.(50:47)The illegal immigration is hurting Black and Hispanic families more than anyone else. In less than four years, Joe Biden has imported millions of low wage migrants and given them welfare, free healthcare, and work permits to undercut American wages. People with jobs, that have had it for a long time, are being fired all over our country. Now, real income for African Americans is down more than 6% under Crooked Joe Biden. Think of it. So that’s the African Americans are being… And it’s one of the reasons… By the way, have you seen the polls? Okay. The polls for African Americans are loving Trump, because they’re seeing what’s happening. And criminal justice reform, and I funded the colleges, and Black colleges and universities. Nobody else did that. Nobody else even thought of it. And what we’re doing is we’re getting tremendous numbers. Numbers that nobody I don’t think anybody’s seen before, of African Americans coming over to vote for us, and we need those votes, because we have to turn this country around.(51:51)Simultaneously, illegal immigration is causing rent and housing costs to skyrocket, absolutely skyrocket, because we have 15 million new migrants. We have no place to put them. We have no place to put them. And that number is building so… We have absolutely no place. In everything that he does, Joe Biden puts illegal aliens first. He puts the cartels first. He puts the open borders, these lunatics first. And he betrays the American citizens. He’s betraying the American citizens. Again, I say it all the time, he’s the single worst president in the history of our country. You know, until I got indicted… I got indicted, four times. Can you believe it? I never spoke… I spoke, I’m a politician, I guess. I can’t stand the name, but I’m a politician, I guess. I ran. I won. The only thing I did wrong was I beat somebody that I wasn’t supposed to beat. We won the election in 2016. And then in 2020, as we all know, I did much better than I did in 2016. We got millions of more votes, but a lot of bad things happened. They used COVID to cheat, et cetera, et cetera. We’re not going to let that happen again.(53:10)But as your president, I will put African Americans first, Hispanic Americans first, Asian Americans first, women first, men first, people with the powers from the top schools first, people without a diploma [inaudible 00:53:26]. But basically I’ll put all Americans first. I’m going to put them first because my loyalty is to American people. And starting on day one, I will shift the massive portions of federal law enforcement to immigration enforcement, including parts of the DEA, ATF, FBI, and DHS, if you know what that all is. I will deploy the US Navy to oppose a full blockade, like I had on the cartels, because when the land gets tough to get across, they swing it out with the boats. And we will stop that, we already did, and deny them access to the waterways of our region. We will put the cartels out of business.(54:07)And I will make clear to every federal department and agency that we must use any and all resources to stop this invasion of our country, including moving thousands of troops if necessarily, currently stationed overseas, to our own borders. We protect other countries, but we don’t protect our own country. Before we defend the borders of foreign countries, we will secure the border of our country. I think that makes sense.(54:34)But first, and most importantly, because without this, it’s only going to go bad, we have to win this November. We have to win. Now remember, it starts in mid-September. It’s early voting, mid-September. North Carolina goes early, Pennsylvania goes very early. September 22nd in Pennsylvania. So it’s really long before the November 5th date, but we use the November 5th, because that’s the day that we will have a chance like we did years ago. We turned our country around. We made America great again. In fact, I couldn’t use that slogan. I wasn’t going to use that slogan in 2020, because America became great again. We were respected all over the world. And now I can use that slogan, because our country is a failed… We’re a failed nation. We need a victory that’s too big to right. You know what that means. We need everybody to get out and vote.",57,-12,2.30977594910522,"real"
"phx at dream city","Thank you. You know, it’s interesting. We talk about Second Amendment. I’m the one, I just got recently the endorsement of the NRA, which I appreciate, very strong. Very strong. But I was talking to them, and gun owners, for whatever reason, don’t vote. They really don’t vote. Vote in very, very low numbers. The gun owners have to get… Also, evangelicals and Christians don’t vote like they should. If they would vote, we couldn’t lose this. Nobody that could beat us. So we have to get the evangelicals, we have to get the gun owners, we have to get these people to vote. And if they vote, nobody can beat us. And if they don’t vote, they’re going to take away your guns, because the Second Amendment is totally under siege. They’ll take away your guns. You’re not going to have protection, and other reasons that you want guns.(56:51)So the gun owners have to vote. The Christians. The evangelicals have to go out, they have to vote. So I’m asking everybody to go out, and we have to swamp… You know the word swamp? I fired Comey. I fired a lot of people. I fired a lot of people. We were doing a job. But this is a different swamp. We have to go to swampthevoteusa.com. Swampthevoteusa… It’s a different version of the word swamp. I never liked the word swamp, and then I said it one time at a big arena. The place went wild. I said, I sort of like it. I sort of like it. Frank Sinatra told me he never liked singing My Way, except everybody liked it so much, and then all of a sudden he liked it the best. So we like the word swamp, because it’s meant so much, but we have to… Swampthevoteusa.com. That’s where you go to get the information to request your ballot or pledge to vote early in person, or even on election day.(57:52)The main thing, you’ve got to vote, and you got to sort of watch your vote because these are crooked people. You got to watch your vote. Watch where it’s going. And if you want to volunteer to help us turn out or target voters in your neighborhood, we have a lot of people that want to vote for us, but they don’t vote. We got to get them to vote. We need trumpforce47.com. Trumpforce47.com. And with your vote, we will end Joe Biden’s border nightmare. We will fire his failed and weak, horrible, the worst ever administration. We will rescue the state of Arizona. We will make America great again. We will make it great again, greater than ever before.(58:44)And now we’re going to do something a little different. You think Biden does this? If they ask him one question, he just leaves. They ask him one question. No, we’re going to take some questions. We don’t do this often, because it gets a little bit sloppy, I must say. But they look like nice people. But whatever question you’d like to ask, it can be a horrible, embarrassing, vicious question, or it could be quite nice. I don’t care personally, because it’s called we answer… You ask a question, we answer the question. Yes, darling, please.",58,16,2.06251503121026,"real"
"phx at dream city","Thank you, darling. Very good question. It’s a very basic question. It’s a little bit what we’ve been talking about, but it’s going to be at a level that we have never seen in this country. Even as good as I did, I created the safest border in history, we’re going to make it so good. All Biden had to do is let the people stay there, keep the same policies. We wouldn’t even be talking about this as an issue. And I think in a certain way, it’s just one of the truly big issues. We’re going to make our border very powerful, very strong. We’re going to stop drugs from coming in. We’re going to stop this whole thing with human trafficking, which is a big part of your question, and we’re going to make your homeland safe for you to stay with your family, where thousands of people aren’t pouring in and looking through your windows and what they’re doing here in Texas.(01:00:46)And by the way, the Governor of Texas has done a very good job of closing it out. But here, they haven’t done that. They haven’t done that. And in California they haven’t. 82% of the people are coming in now through California, Arizona. So we’re going to have to close it up. We’re going to close it up. We’re going to use federal powers to close it up. Thank you, darling, very much. Good question.(01:01:03)Yes sir. You’re a good-looking guy. Look at that guy. Looks like a banker from Wall Street.",59,14,1.07496769977314,"real"
"phx at dream city","That’s very nice.",60,3,NA,"real"
"phx at dream city","We’re going to make sure that they have the same… You know, you’re… I mean, I can just see how incredible you are by the emotion of that, and the way you asked the question. We’re going to make sure they have the same life that you had or better. We’re going to make it safe. We have to give authority back to law enforcement so they can properly protect people, because right now the law enforcement is just not allowed to do their job, because crime is so bad. Crime is so bad in the cities that one of the things I said is we’re giving immunity, we’re going to guarantee people…(01:02:21)You know, they lose… A law enforcement person, they go and stop people from robbing stores, you go to some of these departments where 500 people walk into the stores, they walk out with air conditioning, they strip the whole store, the company goes out of business, the store is vacant for 25 years, the whole city becomes a slum. And if you do anything as a law enforcement person, they take away your house, they take away your family, they take away your pension. We’re going to make it so that we’re going to give them essentially immunity. We’re going to make it that they are not going to be losing their pensions, they’re going to be able to do their job.(01:02:53)And we’re going to get life back to where… I know exactly the life that you’re talking about. It was a life of common sense. It was a life where there was no crime, there was nobody getting bopped over the head when they weren’t looking, getting pushed into a railroad train or a subway. It’s just horrible what’s taking place. It’s horrible. It’s evil. We’re going to get it back to common sense. We’re going to have law and order. Thank you. Great question. Thank you. Great question.(01:03:19)Yes, ma’am.",61,-5,2.19306265517513,"real"
"phx at dream city","Thank you. Thank you very much.",62,2,NA,"real"
"phx at dream city","No. I know that.",64,-1,NA,"real"
"phx at dream city","Okay. Strength, and we’re getting them back. We’re bringing them back. In some cases, we’ll keep them here. There’s some real bad ones. But don’t forget, when we keep them here, they cost us millions and millions of dollars per person. It’s so crazy. We’re getting them the hell out of our country, and we start with the criminals. And you know what? Our local police know who they are, they know their first name, their middle name, their last name. We have to give authority back to the local police who are fantastic [inaudible 01:04:36]. Thank you very much. We’ll get that stopped, and soon.(01:04:35)Yes, sir, please.",65,-3,2.45412454303511,"real"
"phx at dream city","Thank you very much.",66,2,NA,"real"
"phx at dream city","So, we can do things that nobody does with this… We have tremendous economic power. And by the way, if we’re on careful, we’re not going to have that for long, either. That’s going to go down the tubes with everything else. But if China or some other country is behaving badly, we have things called tariffs that are so severe. Mexico. Look at Mexico, what they’re doing. I can solve that problem, I believe, in one day. You send people through, you allow people to come through your country, with hundreds of miles they have to walk, hundreds, through… By the way, those caravans, I thought I came up with the name, maybe somebody else did, but they’re caravans of thousands of people, the young women in particular, but the people, but the young women in those caravans suffer so badly. And there’s so much death. So much death. And this is all caused by Biden, where people think they’re going to walk into the United States. It’s just another form of death.(01:06:06)We are going to be so tough, and if a country is not going to behave, we’re going to tariff the hell out of that country, because one of the things… One of the powers that we have… And if we have to, we’ll do more than that, but I don’t think you’re going to need it. I don’t think you’re going to need it. You know, I had a very good relationship with China, yet I took in hundreds of billions of dollars from China. No president… We wouldn’t have any steel factories, any steel mills in the United States, if I didn’t do what I did. I was taxing them at 25% and 50%, perhaps going up very substantially. But we wouldn’t have industry, certain industry… They would’ve been gone.(01:06:44)And it’s not only China, it’s other… Every country tries to take advantage of us. The European Union is brutal to us. They don’t take our cars, they don’t take our food products, they don’t take anything. We have a tremendous deficit. You know, European Union sounds so nice. They’re very tough. We have hundreds of billions of dollars of deficits. We had that really going great. Then COVID came in, and I had to take care of that, or we would’ve had a country that was 1929. If I didn’t pour money at COVID, we would’ve had a country that was a 1929 Depression. We handed over a stock market that was higher than just prior to it coming in.(01:07:24)But we’re going to be very tough on countries, because you can stop it at the source. If you stop it at the source, it’s much easier than really having battles at the border. And we’ll stop it at the source. And I’ll go back to President Xi, and he’ll honor it, I believe. Death penalty for those people that send these horrible drugs into our country, and you’ll see it stop very quickly. Thank you.(01:07:50)Yes, ma’am.",67,0,2.13541565040626,"real"
"phx at dream city","Thank you.",68,2,NA,"real"
"phx at dream city","Got to bring them down. We have the greatest inflation, in my opinion, in the history of our country. They say in 47 years. Somebody else said 78 years. I say it’s in the history. You look at the cost of food, and you look at the cost of energy, and you see where it is. And I think we’re almost 50%… They like to say 24%, 28%. It’s much higher, and they don’t include a lot of the things that are really bad. I’ll give you an example. Interest rates. So interest rates went from 2.5% with me up to close to 10%, and you can’t get money anyway. But we have a very sick country. It started with energy. Now it’s all over. And now energy isn’t as bad as food, it’s not as bad as rent, it’s not as bad as a lot of things, but energy’s going to bring it all down. If we cut",69,0,2.36643191323985,"real"
"phx at dream city","Cut your energy in half. You’re going to see a difference, the likes of which you’ve never seen before. We’re going to get rid of inflation and we’re going to bring that number down; not just where you don’t have inflation. We’re going to bring those costs down. The biggest thing I hear is people going out to the grocery store. They make the same amount of money, but they can buy half of the product. They buy half and it’s the single… I’ll tell you what. It’s the single biggest… I even have them here. I have something here. Huh. Because you asked this question, I think I’ll show it. Should I show it? Look, Tic Tacs. This is what inflation does.(01:09:36)Look. Not good, right? I kid, but there really is no kidding. It’s serious. People can’t live; people that had a comfortable life under Trump making the same kind of money. We had many more jobs and they had all bounced back, jobs. They bounced back from Covid. They were going to come back, but people that made the same amount of money, they live half as well because costs are so high. Inflation is known as a country buster. It busts up countries. It busted up Germany years and years ago. Anytime you have inflation that’s not checked, not controlled, it’s a country buster and it’s going to bust up our country because we’ve never had inflation so bad. So we’re going to get the energy down. We’re going to get the food prices down. We’re going to do a lot of cutting also, and we’re going to make our country very livable.(01:10:47)We had almost no inflation, and now we have record-setting inflation, and it’s killing people. Thank you, Donald, very much.",70,2,2.25092573548455,"real"
"phx at dream city","Thank you.",71,2,NA,"real"
"phx at dream city","Can you believe it? Right? By the way, to interrupt, we have more, I call it liquid gold, under our feet than any other nation in the world, Saudi Arabia, Russia, but we don’t use it. We don’t use it. We don’t use it because of these people that are absolutely… They’re crazy. They’re crazy. We don’t use it. Drill baby, drill. The man just said it right there. Go ahead.",72,-4,0,"real"
"phx at dream city","Thank you. Thank you. You can be my pastor any day. Thank you, Pastor. Thank you. We can get energy started. You have places in this country that are very high. Your energy is very high, but you have the New England states that are the highest in our country. It’s crazy, and if they had a pipeline going from Pennsylvania through New York, but New York won’t approve it. If they had a pipeline, they would cut their numbers down by 50%. I predict, and I will tell you, I’m going to get energy costs down to much less than 50% of what they are now, all throughout the United States. I’m going to do that, and once that happens, interest rates are going to fall. Interest rates will naturally follow.(01:13:09)It’s not as complicated as people think, and I did it. We had no inflation. We had the greatest economy in the history of our country, and we’ll do it again, but we’ll do it even better. Thank you, Pastor. That’s a very nice question.",73,8,1.83333333333333,"real"
"phx at dream city","Thank you.",74,2,NA,"real"
"phx at dream city","That’s a good question. When I ran against Hillary Clinton… I don’t use the word crooked anymore. I don’t use the word anymore. I removed that word. I use it for Joe. I thought it was more accurate. I had Sleepy Joe and I removed it into Crooked Joe. I thought it was slightly more accurate, but we had a situation going with all of these people, everything. They wanted to say that I was going to create World War III. “Look at him. Look at him. He’s a radical. Look at him.” I was a radical for not having wars, and if you look at Victor Orbán from Hungary, small country, strong man, very powerful man, runs it strong. He didn’t take illegal aliens. He didn’t want them. He said, “I want my people to be Hungarian. I don’t want to have my shopping centers blown up,” et cetera, and they asked him a few weeks ago.(01:14:42)They said, “Let me ask you, Mr. Prime Minister. What’s going on with the world? The world is blowing up. You have Ukraine, Russia. You have Israel. You have all these places that are at war with each other. What’s going on?” He said, “There’s one thing going on.” He said, “Donald Trump isn’t president. If Trump is president, it’s all going to end. They all respected Trump.” He said that.(01:15:05)They said that, “Oh, look.” Hillary said this, “Look at Trump. Just look at this guy. He’s going to go to war. He’s going to take us”… No, no. Look at me. I’m the one that kept us out of war for 78 years. It was 78 years until another president. Look, that’s a long time. I kept you out of wars. I totally defeated ISIS. I rebuilt our military and countries respected us. I totally rebuilt our military, and I rebuilt our Veteran’s Administration. I took good care of our vets. 93% approval. We were going to make sure there’s no wars. We don’t want that wars. I call them endless wars. I call them wars where people don’t even want us involved. Now, Ukraine’s a very interesting case because we spend hundreds of billions of dollars in Europe.(01:16:03)Don’t forget. We have a little thing called an ocean in between us. Europe should be paying much more. Nobody asks them to pay more. I asked them to pay more for NATO and they paid a lot more. That’s where they got all the money because they were all mostly delinquent, other than eight nations, but they would always say, “Trump is going to get us into war with his attitude.” No, my attitude kept us out of war. We defeated ISIS. Totally defeated ISIS. We got out of Syria. We got out of Iraq. I got out of these wars because I’m a big believer. I want to spend our money in our country doing great things in country.(01:16:36)You drive down the highways, our country’s falling to pieces. Our infrastructure is falling, and then these guys, all they want to do is spend money on the Green New Scam. It’s a Green New Scam. I mean, the things they’re spending money on, it’s like throwing the money out the window, and we don’t want to do that. We want to fix our roads and highways, and we want get rid of the electric mandate for the car. How about that? [inaudible 01:17:05](01:17:04)And by the way, I’m a big fan of electric cars. I’m a fan of Elon. I like Elon. I like him, and I think a lot of people are going to want to buy electric cars, but if you want to buy a different type of car, you’re going to have a… You have to have a choice. Some people need to go far. Some people don’t want their car built in China. I know there are advantages to… Basically, people have to have a choice, and you know what? You have to have a choice also in education. You got to have choice of education, and have a choice in what you buy, and that has to do with electric. The electric cars don’t go far, and by the way, they’re incredible. He does an incredible job with Tesla, and I tell him, I said, “You know”… and I think he agrees with me, frankly, but you can’t. They don’t go far.(01:17:59)The same thing with the trucking industry. I met with the trucking industry the other night. They said, “They want us to switch to electric trucks.” They have to stop six times going to California. With a load of diesel, they don’t have to stop at all. How the hell can you do that? You’re going to destroy our supply chain. You’re going to destroy everything. You put everybody out of business. So we are going to do things based on common sense. We’re not going to allow men to play in women’s sports. We’re not going to allow people to pour into our country. We’re going to get your taxes way down. We’re going to save your Social Security. We’re going to save Social security.(01:18:35)Biden is putting your social security at risk by allowing all of these people to pour into our country. It’s a big risk and we’re not going to stand for that. He is putting Social Security at risk. With me, your Social Security is 100% safe. Okay? Now you.",76,9,2.07198056175145,"real"
"phx at dream city","Thank you.",77,2,NA,"real"
"phx at dream city","Well, they have to… It’s incredible. We had it going and I poured money in to our country, and I’m sure you were a beneficiary at the time, but I poured money to keep those businesses going and to keep people employed because of covid. Covid was a disaster, and we were able to get through that and we got through without going into a depression, but with Biden, he’s spending money on the world. He’s not spending money on you. He’s spending money on things that don’t work. He’s got the most expensive forms of energy ever where everything’s subsidized. He’s got windmills all over the place. Every time you see a windmill going up, you need tremendous subsidy. Now, it kills your birds. It ruins your landscape, ruins the value if you have a house. If you can see a windmill, your house is worth half, but it’s also the most expensive energy there is.(01:20:06)We have to get back to the basics and we have to be able to help people like you; not to help his friends who make all this crap, and much of it’s made and a lot of it’s made… Most of it’s made in China. It’s made in China. There’s something going on. Why somebody would want to do these things where the product is made in China… That goes for electric cars, too, by the way, but the windmills are all made in China and some in Germany, but most of them are made in China. What the hell are we doing? Right? We’ll take care of you. You watch. Thank you. I understand exactly. Just hang in. Yes, sir?",78,-2,2.40580106988894,"real"
"phx at dream city","Thank you.",79,2,NA,"real"
"phx at dream city","Oh, wow. Look at her. Thank you, Betty. Thank you very much.",80,6,1.4142135623731,"real"
"phx at dream city","Thank you. I love you, too. Thank you. Thank you.",81,5,0.707106781186548,"real"
"phx at dream city","Thank you, Jorge, very much.",82,2,NA,"real"
"phx at dream city","Yeah. That’s a real good question. We’re going through questions and I have time. What the hell else do we have to do today? Let’s stay. I have time, but you notice that the questions are basically about the border. Think of it all these, almost everyone about the border, they want border security and they also want help on inflation because you’re getting killed with inflation. The price of bacon has gone up five times. You can’t order bacon. I don’t order it anymore. It’s too expensive. Bacon, as an example, has really… Eggs, all of this stuff, it’s gone up at levels that nobody has ever seen before, but I believe the energy’s going to bring it down. I think we can bring it down, and then once it starts that spiral, it’s going to be a beautiful thing because when they say we’re at 4% now, they’re not including the fact that you might be 45, 50% higher than you were four years ago. So it’s not 4%.(01:22:41)We have to get it down. We have to bring it down. The best way that we can bring it down is with interest rates and energy, and the interest rates are going to follow the energy down, and that’s going to follow the bacon and the eggs down. Okay? Thank you. Thanks very much. Thank you. Thank you. I like that. I like that hat. Thank you. Thank you very much. Who else?",83,13,2.27469611690055,"real"
"phx at dream city","Thank you, my honor.",84,4,0,"real"
"phx at dream city","Thank you.",85,2,NA,"real"
"phx at dream city","So we have to get them out. Look, it’s not sustainable for us to have 20 million people that we have to take care of and all. It’s just not sustainable, and their countries, I know the leaders. I know them just about all. Their countries are doing this because they’re smart. I would be the leader of the pack. If I ran Honduras, if I ran El Salvador, if I ran some of these countries that are sending vast numbers of people, I would be emptying out our prisons. I’d say, “Listen, send them to the stupid people in the United States who are led by idiots. Send them into the United States. Let’s have empty prisons and let’s never let them come back in.” Venezuela said the other day that, “We’re never allowing the people that they sent out to come back into Venezuela.” That’s not going to happen, but they said that.(01:24:45)So they are sending them out and they’re saying, “You can never come back,” because they’re letting the bad people. We are going to stop that and we’re going to deport, and we have no choice. Dwight Eisenhower was so far the biggest deporter. He was a president that hated to see what was happening. He had a lot of people pouring into our country. It was really hurting our country badly, and in many cases people would say destroying our country because they were just coming in. Nothing like what you’re witnessing today, by the way, but he did very big deportation and very successful deportation. If we had a choice, it would be nice not to have to do. We have to do it because this is not sustainable for you or for any other business in this room.(01:25:26)It’s not sustainable for our country. So we’re going to deport and we’re going to get it back and we’re going to bring our country back and we’re going to make our country bigger, and better, and stronger than ever before. Thank you very much.",87,0,2.21108319357027,"real"
"phx at dream city","We have to back our police. We have to back our law enforcement. We have to bring them back the respect, and their honor, and their dignity, and they’re great people. We have to do it, and the people that are most affected are really the minority communities. Those are the people that are most affected, and I really think that’s one of the reasons that we have so many African American people supporting us. Nobody’s ever seen anything. They’re leaving the Democrats in numbers that nobody’s ever seen before because they’re not feeling safe. They’re not feeling safe. Thank you. That’s a great one. Thank you. Please. That’s a beautiful baby.",88,13,1.23603308118261,"real"
"phx at dream city","Can’t do better than that. That’s beautiful. Go ahead.",89,5,0.707106781186548,"real"
"phx at dream city","Well, we’re going to be helping rural America. You know, rural America votes for Trump. There’s nobody going to take that away. We’re going to help you. Thanks for your question. We started a process with rural hospitals and other things in rural America, and I’m going to keep that going. They ended it in the Biden Administration, as you know, but we’re going to keep that going. Rural America, look, it’s the backbone. It’s the heart of our country. We’ll take care of it. Okay? You just hang in. We’ll get it done. Okay. How about one more that’s a good one? We’ll end on a good one. Always end on a good one. Right?",90,11,0.447213595499958,"real"
"phx at dream city","Good.",92,3,NA,"real"
"phx at dream city","Vote for Trump. Thank you. That was better than most of them. Thank you.(01:28:48)So we’ll just end by saying it’s been an honor to be with you. So interesting, though. Everything was about the border, and about inflation, and the economy. It’s incredible, and every question… Some of it sounded repetitive, but it wasn’t really repetitive. It was just from the heart, and frankly, it very much is about the border. The border’s destroying our country. We’re being destroyed in many ways. We’re not respected outside of our country. I say we have the enemy from within and we have the enemy from the outside, and I’m telling you. We are in more danger from the enemy from within with these lunatics, these fascists, these communists, and we’re going to stop that also, but it was so interesting to get those questions because they all concern the economy, inflation, and the border, and we are going to take care of it all.(01:29:35)We’re going to make America greater than ever before. Thank you very much, everybody. Thank you. Thank you very much. Good night.(01:29:35)(singing)",93,2,2.41621506453694,"real"
"pennsylvania macks truck","When I first came into office, I cut taxes, more than any other president. We have created seven million new jobs, and it led to a growth like we’ve never seen before. We developed the greatest economy in history, by far.(31:11)When I left office, it changed. Inflation destroyed the lives of so many people. Interest rates went from 2% to 10%. Millions of illegal immigrants, traffickers, and drugs coming into our country. Our country has gone to hell. So, I made a decision to run.(31:34)We’re going to make America great again, greater than ever before. I will fight for you with every breath, and I will never let you down.",94,2,2.67649703224875,"real"
"pennsylvania macks truck","So, if you love this country, if you want to stand up and fight for the future of our nation, you must re-elect Donald J. Trump.",95,3,2,"real"
